Running on cuda:0
[2018-09-23 01:03] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 4024.13, Accuracy = 0.03, Loss = 7.153
[2018-09-23 01:03] Train Step 0180/10000, Batch Size = 128, Examples/Sec = 5941.93, Accuracy = 0.79, Loss = 0.528
[2018-09-23 01:03] Train Step 0190/10000, Batch Size = 128, Examples/Sec = 5872.45, Accuracy = 0.99, Loss = 0.113
[2018-09-23 01:03] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 5772.99, Accuracy = 0.76, Loss = 0.572
[2018-09-23 01:03] Train Step 0210/10000, Batch Size = 128, Examples/Sec = 6062.78, Accuracy = 0.98, Loss = 0.094
[2018-09-23 01:03] Train Step 0220/10000, Batch Size = 128, Examples/Sec = 5583.80, Accuracy = 1.00, Loss = 0.058
[2018-09-23 01:03] Train Step 0230/10000, Batch Size = 128, Examples/Sec = 6003.52, Accuracy = 1.00, Loss = 0.041
[2018-09-23 01:03] Train Step 0240/10000, Batch Size = 128, Examples/Sec = 6055.05, Accuracy = 1.00, Loss = 0.032
[2018-09-23 01:03] Train Step 0250/10000, Batch Size = 128, Examples/Sec = 5603.26, Accuracy = 1.00, Loss = 0.024
[2018-09-23 01:03] Train Step 0260/10000, Batch Size = 128, Examples/Sec = 6065.04, Accuracy = 1.00, Loss = 0.026
[2018-09-23 01:03] Train Step 0270/10000, Batch Size = 128, Examples/Sec = 5815.01, Accuracy = 0.59, Loss = 1.669
[2018-09-23 01:03] Train Step 0280/10000, Batch Size = 128, Examples/Sec = 5939.82, Accuracy = 0.88, Loss = 0.476
[2018-09-23 01:03] Train Step 0290/10000, Batch Size = 128, Examples/Sec = 6056.35, Accuracy = 0.88, Loss = 0.299
[2018-09-23 01:03] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 5649.49, Accuracy = 1.00, Loss = 0.077
[2018-09-23 01:03] Train Step 0310/10000, Batch Size = 128, Examples/Sec = 6022.99, Accuracy = 1.00, Loss = 0.045
[2018-09-23 01:03] Train Step 0320/10000, Batch Size = 128, Examples/Sec = 5864.30, Accuracy = 1.00, Loss = 0.029
[2018-09-23 01:03] Train Step 0330/10000, Batch Size = 128, Examples/Sec = 5785.18, Accuracy = 1.00, Loss = 0.022
[2018-09-23 01:03] Train Step 0340/10000, Batch Size = 128, Examples/Sec = 6104.14, Accuracy = 1.00, Loss = 0.015
[2018-09-23 01:03] Train Step 0350/10000, Batch Size = 128, Examples/Sec = 5924.09, Accuracy = 1.00, Loss = 0.013
[2018-09-23 01:03] Train Step 0360/10000, Batch Size = 128, Examples/Sec = 5935.88, Accuracy = 1.00, Loss = 0.011
[2018-09-23 01:03] Train Step 0370/10000, Batch Size = 128, Examples/Sec = 6070.93, Accuracy = 1.00, Loss = 0.010
[2018-09-23 01:03] Train Step 0380/10000, Batch Size = 128, Examples/Sec = 5582.29, Accuracy = 1.00, Loss = 0.007
[2018-09-23 01:03] Train Step 0390/10000, Batch Size = 128, Examples/Sec = 6058.06, Accuracy = 1.00, Loss = 0.008
[2018-09-23 01:03] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 5582.93, Accuracy = 1.00, Loss = 0.006
[2018-09-23 01:03] Train Step 0410/10000, Batch Size = 128, Examples/Sec = 6054.16, Accuracy = 1.00, Loss = 0.005
[2018-09-23 01:03] Train Step 0420/10000, Batch Size = 128, Examples/Sec = 6589.96, Accuracy = 1.00, Loss = 0.004
[2018-09-23 01:03] Train Step 0430/10000, Batch Size = 128, Examples/Sec = 6291.92, Accuracy = 1.00, Loss = 0.004
[2018-09-23 01:03] Train Step 0440/10000, Batch Size = 128, Examples/Sec = 6146.84, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:03] Train Step 0450/10000, Batch Size = 128, Examples/Sec = 6161.94, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:03] Train Step 0460/10000, Batch Size = 128, Examples/Sec = 6430.21, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:03] Train Step 0470/10000, Batch Size = 128, Examples/Sec = 6491.55, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:03] Train Step 0480/10000, Batch Size = 128, Examples/Sec = 6419.98, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:03] Train Step 0490/10000, Batch Size = 128, Examples/Sec = 6350.72, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:04] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 6485.83, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:04] Train Step 0510/10000, Batch Size = 128, Examples/Sec = 6395.58, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:04] Train Step 0520/10000, Batch Size = 128, Examples/Sec = 6187.93, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:04] Train Step 0530/10000, Batch Size = 128, Examples/Sec = 6328.64, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:04] Train Step 0540/10000, Batch Size = 128, Examples/Sec = 6483.79, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:04] Train Step 0550/10000, Batch Size = 128, Examples/Sec = 6322.67, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:04] Train Step 0560/10000, Batch Size = 128, Examples/Sec = 6215.65, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0570/10000, Batch Size = 128, Examples/Sec = 6275.67, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0580/10000, Batch Size = 128, Examples/Sec = 6414.08, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0590/10000, Batch Size = 128, Examples/Sec = 6416.60, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 6540.90, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0610/10000, Batch Size = 128, Examples/Sec = 6555.04, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0620/10000, Batch Size = 128, Examples/Sec = 6320.29, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0630/10000, Batch Size = 128, Examples/Sec = 6177.53, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0640/10000, Batch Size = 128, Examples/Sec = 6466.84, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0650/10000, Batch Size = 128, Examples/Sec = 6263.44, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0660/10000, Batch Size = 128, Examples/Sec = 6221.42, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0670/10000, Batch Size = 128, Examples/Sec = 6519.30, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0680/10000, Batch Size = 128, Examples/Sec = 6422.52, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0690/10000, Batch Size = 128, Examples/Sec = 6347.79, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 6332.29, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:04] Train Step 0710/10000, Batch Size = 128, Examples/Sec = 6132.30, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0720/10000, Batch Size = 128, Examples/Sec = 6497.76, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0730/10000, Batch Size = 128, Examples/Sec = 6272.59, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0740/10000, Batch Size = 128, Examples/Sec = 6387.29, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0750/10000, Batch Size = 128, Examples/Sec = 6391.93, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0760/10000, Batch Size = 128, Examples/Sec = 6391.93, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0770/10000, Batch Size = 128, Examples/Sec = 6241.67, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0780/10000, Batch Size = 128, Examples/Sec = 6449.05, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0790/10000, Batch Size = 128, Examples/Sec = 6247.84, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 6202.94, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0810/10000, Batch Size = 128, Examples/Sec = 6443.02, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0820/10000, Batch Size = 128, Examples/Sec = 6338.95, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0830/10000, Batch Size = 128, Examples/Sec = 6197.29, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0840/10000, Batch Size = 128, Examples/Sec = 6246.10, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0850/10000, Batch Size = 128, Examples/Sec = 6258.77, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0860/10000, Batch Size = 128, Examples/Sec = 6270.54, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0870/10000, Batch Size = 128, Examples/Sec = 6421.67, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0880/10000, Batch Size = 128, Examples/Sec = 6545.37, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0890/10000, Batch Size = 128, Examples/Sec = 6494.85, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 6349.97, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0910/10000, Batch Size = 128, Examples/Sec = 6391.32, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0920/10000, Batch Size = 128, Examples/Sec = 6442.63, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0930/10000, Batch Size = 128, Examples/Sec = 6221.06, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0940/10000, Batch Size = 128, Examples/Sec = 6054.78, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0950/10000, Batch Size = 128, Examples/Sec = 5756.83, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0960/10000, Batch Size = 128, Examples/Sec = 5854.07, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0970/10000, Batch Size = 128, Examples/Sec = 6038.70, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0980/10000, Batch Size = 128, Examples/Sec = 5647.05, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 0990/10000, Batch Size = 128, Examples/Sec = 6063.94, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 5611.70, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1010/10000, Batch Size = 128, Examples/Sec = 5875.85, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1020/10000, Batch Size = 128, Examples/Sec = 5839.30, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1030/10000, Batch Size = 128, Examples/Sec = 5762.27, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1040/10000, Batch Size = 128, Examples/Sec = 5971.40, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1050/10000, Batch Size = 128, Examples/Sec = 5556.92, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1060/10000, Batch Size = 128, Examples/Sec = 5948.12, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1070/10000, Batch Size = 128, Examples/Sec = 5796.24, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1080/10000, Batch Size = 128, Examples/Sec = 5782.75, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1090/10000, Batch Size = 128, Examples/Sec = 5918.02, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 5904.29, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1110/10000, Batch Size = 128, Examples/Sec = 5797.55, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1120/10000, Batch Size = 128, Examples/Sec = 5551.00, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1130/10000, Batch Size = 128, Examples/Sec = 5907.67, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1140/10000, Batch Size = 128, Examples/Sec = 5760.97, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1150/10000, Batch Size = 128, Examples/Sec = 6030.56, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1160/10000, Batch Size = 128, Examples/Sec = 5605.19, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1170/10000, Batch Size = 128, Examples/Sec = 5909.23, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1180/10000, Batch Size = 128, Examples/Sec = 5876.82, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1190/10000, Batch Size = 128, Examples/Sec = 5512.81, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 5564.76, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1210/10000, Batch Size = 128, Examples/Sec = 6127.82, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1220/10000, Batch Size = 128, Examples/Sec = 6045.03, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1230/10000, Batch Size = 128, Examples/Sec = 5562.05, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1240/10000, Batch Size = 128, Examples/Sec = 6033.14, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1250/10000, Batch Size = 128, Examples/Sec = 5632.83, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1260/10000, Batch Size = 128, Examples/Sec = 5781.63, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1270/10000, Batch Size = 128, Examples/Sec = 5776.28, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1280/10000, Batch Size = 128, Examples/Sec = 6042.03, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1290/10000, Batch Size = 128, Examples/Sec = 5706.96, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 6076.84, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1310/10000, Batch Size = 128, Examples/Sec = 5822.89, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1320/10000, Batch Size = 128, Examples/Sec = 5761.34, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1330/10000, Batch Size = 128, Examples/Sec = 6145.43, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1340/10000, Batch Size = 128, Examples/Sec = 5888.36, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1350/10000, Batch Size = 128, Examples/Sec = 5650.02, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1360/10000, Batch Size = 128, Examples/Sec = 5955.97, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1370/10000, Batch Size = 128, Examples/Sec = 5664.69, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1380/10000, Batch Size = 128, Examples/Sec = 5788.93, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1390/10000, Batch Size = 128, Examples/Sec = 5854.33, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 6475.50, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1410/10000, Batch Size = 128, Examples/Sec = 6422.44, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1420/10000, Batch Size = 128, Examples/Sec = 6575.67, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1430/10000, Batch Size = 128, Examples/Sec = 6445.42, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1440/10000, Batch Size = 128, Examples/Sec = 6421.44, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1450/10000, Batch Size = 128, Examples/Sec = 6493.75, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1460/10000, Batch Size = 128, Examples/Sec = 6473.47, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1470/10000, Batch Size = 128, Examples/Sec = 6543.46, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1480/10000, Batch Size = 128, Examples/Sec = 6399.17, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1490/10000, Batch Size = 128, Examples/Sec = 6468.64, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 6530.80, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1510/10000, Batch Size = 128, Examples/Sec = 6446.03, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1520/10000, Batch Size = 128, Examples/Sec = 6293.32, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1530/10000, Batch Size = 128, Examples/Sec = 6191.07, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1540/10000, Batch Size = 128, Examples/Sec = 6477.61, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1550/10000, Batch Size = 128, Examples/Sec = 6401.07, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1560/10000, Batch Size = 128, Examples/Sec = 6430.36, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1570/10000, Batch Size = 128, Examples/Sec = 6348.24, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1580/10000, Batch Size = 128, Examples/Sec = 6529.05, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1590/10000, Batch Size = 128, Examples/Sec = 6454.71, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 6494.30, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1610/10000, Batch Size = 128, Examples/Sec = 6432.44, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1620/10000, Batch Size = 128, Examples/Sec = 6701.92, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1630/10000, Batch Size = 128, Examples/Sec = 6392.77, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1640/10000, Batch Size = 128, Examples/Sec = 6664.48, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1650/10000, Batch Size = 128, Examples/Sec = 6404.05, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1660/10000, Batch Size = 128, Examples/Sec = 6328.64, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1670/10000, Batch Size = 128, Examples/Sec = 6178.74, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1680/10000, Batch Size = 128, Examples/Sec = 6802.81, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1690/10000, Batch Size = 128, Examples/Sec = 6110.32, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 6543.77, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1710/10000, Batch Size = 128, Examples/Sec = 6441.32, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1720/10000, Batch Size = 128, Examples/Sec = 6190.71, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1730/10000, Batch Size = 128, Examples/Sec = 6329.38, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1740/10000, Batch Size = 128, Examples/Sec = 6523.90, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1750/10000, Batch Size = 128, Examples/Sec = 6410.09, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1760/10000, Batch Size = 128, Examples/Sec = 6324.39, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1770/10000, Batch Size = 128, Examples/Sec = 6890.03, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1780/10000, Batch Size = 128, Examples/Sec = 6860.27, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1790/10000, Batch Size = 128, Examples/Sec = 6420.60, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 6467.31, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1810/10000, Batch Size = 128, Examples/Sec = 6320.37, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1820/10000, Batch Size = 128, Examples/Sec = 6488.26, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1830/10000, Batch Size = 128, Examples/Sec = 6477.77, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1840/10000, Batch Size = 128, Examples/Sec = 6438.77, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1850/10000, Batch Size = 128, Examples/Sec = 6278.46, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1860/10000, Batch Size = 128, Examples/Sec = 6172.49, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1870/10000, Batch Size = 128, Examples/Sec = 6373.11, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1880/10000, Batch Size = 128, Examples/Sec = 6591.34, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1890/10000, Batch Size = 128, Examples/Sec = 6175.26, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 6338.57, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1910/10000, Batch Size = 128, Examples/Sec = 6707.45, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1920/10000, Batch Size = 128, Examples/Sec = 6481.91, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1930/10000, Batch Size = 128, Examples/Sec = 6436.68, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1940/10000, Batch Size = 128, Examples/Sec = 6417.14, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1950/10000, Batch Size = 128, Examples/Sec = 6352.83, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1960/10000, Batch Size = 128, Examples/Sec = 6258.48, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1970/10000, Batch Size = 128, Examples/Sec = 6307.89, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1980/10000, Batch Size = 128, Examples/Sec = 6722.57, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 1990/10000, Batch Size = 128, Examples/Sec = 6421.52, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 2000/10000, Batch Size = 128, Examples/Sec = 6471.99, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 2010/10000, Batch Size = 128, Examples/Sec = 6277.72, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 2020/10000, Batch Size = 128, Examples/Sec = 6419.83, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 2030/10000, Batch Size = 128, Examples/Sec = 6234.06, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 2040/10000, Batch Size = 128, Examples/Sec = 6418.91, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 2050/10000, Batch Size = 128, Examples/Sec = 6420.75, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 2060/10000, Batch Size = 128, Examples/Sec = 6339.17, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 2070/10000, Batch Size = 128, Examples/Sec = 6287.80, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 2080/10000, Batch Size = 128, Examples/Sec = 6396.65, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:04] Train Step 2090/10000, Batch Size = 128, Examples/Sec = 7097.81, Accuracy = 1.00, Loss = 0.000
